Tag  	Molecule                                     	Date           	Cat Link                                 Metadata Link                           
070501	NiC                                          	March 2004     	/site/vorhersagen/catalog/c070501.cat    /cgi-bin/cdmsinfo?file=e070501.cat      
071501	CoC                                          	March 2004     	/site/vorhersagen/catalog/c071501.cat    /cgi-bin/cdmsinfo?file=e071501.cat      
074504	NiO                                          	March 2004     	/site/vorhersagen/catalog/c074504.cat    /cgi-bin/cdmsinfo?file=e074504.cat      
084501	FeCO                                         	March 2004     	/site/vorhersagen/catalog/c084501.cat    /cgi-bin/cdmsinfo?file=e084501.cat      
086502	NiCO                                         	March 2004     	/site/vorhersagen/catalog/c086502.cat    /cgi-bin/cdmsinfo?file=e086502.cat      
016502	ND                                           	February 2004  	/site/vorhersagen/catalog/c016502.cat    /cgi-bin/cdmsinfo?file=e016502.cat      
030505	HC17O+                                       	February 2004  	/site/vorhersagen/catalog/c030505.cat    /cgi-bin/cdmsinfo?file=e030505.cat      
076503	c-C6H4                                       	February 2004  	/site/vorhersagen/catalog/c076503.cat    /cgi-bin/cdmsinfo?file=e076503.cat      
039505	H2C3H                                        	January 2004   	/site/vorhersagen/catalog/c039505.cat    /cgi-bin/cdmsinfo?file=e039505.cat      
045501	13CS, v = 0, 1                               	January 2004   	/site/vorhersagen/catalog/c045501.cat    /cgi-bin/cdmsinfo?file=e045501.cat      
045502	C33S, v = 0, 1                               	January 2004   	/site/vorhersagen/catalog/c045502.cat    /cgi-bin/cdmsinfo?file=e045502.cat      
046501	C34S, v = 0, 1                               	January 2004   	/site/vorhersagen/catalog/c046501.cat    /cgi-bin/cdmsinfo?file=e046501.cat      
047501	13C34S                                       	January 2004   	/site/vorhersagen/catalog/c047501.cat    /cgi-bin/cdmsinfo?file=e047501.cat      
048503	C36S                                         	January 2004   	/site/vorhersagen/catalog/c048503.cat    /cgi-bin/cdmsinfo?file=e048503.cat      
050511	C3N, v = 0                                   	December 2003  	/site/vorhersagen/catalog/c050511.cat    /cgi-bin/cdmsinfo?file=e050511.cat      
050512	C3N, v5 = 1                                  	December 2003  	/site/vorhersagen/catalog/c050512.cat    /cgi-bin/cdmsinfo?file=e050512.cat      
051511	13CCCN                                       	December 2003  	/site/vorhersagen/catalog/c051511.cat    /cgi-bin/cdmsinfo?file=e051511.cat      
051512	C13CCN                                       	December 2003  	/site/vorhersagen/catalog/c051512.cat    /cgi-bin/cdmsinfo?file=e051512.cat      
051513	CC13CN                                       	December 2003  	/site/vorhersagen/catalog/c051513.cat    /cgi-bin/cdmsinfo?file=e051513.cat      
051514	C315N                                        	December 2003  	/site/vorhersagen/catalog/c051514.cat    /cgi-bin/cdmsinfo?file=e051514.cat      
053501	AlNC                                         	December 2003  	/site/vorhersagen/catalog/c053501.cat    /cgi-bin/cdmsinfo?file=e053501.cat      
053505	AlCN                                         	December 2003  	/site/vorhersagen/catalog/c053505.cat    /cgi-bin/cdmsinfo?file=e053505.cat      
042501	H2CCO                                        	November 2003  	/site/vorhersagen/catalog/c042501.cat    /cgi-bin/cdmsinfo?file=e042501.cat      
043505	H2C13CO                                      	November 2003  	/site/vorhersagen/catalog/c043505.cat    /cgi-bin/cdmsinfo?file=e043505.cat      
043506	H213CCO                                      	November 2003  	/site/vorhersagen/catalog/c043506.cat    /cgi-bin/cdmsinfo?file=e043506.cat      
044508	H2CC18O                                      	November 2003  	/site/vorhersagen/catalog/c044508.cat    /cgi-bin/cdmsinfo?file=e044508.cat      
062503	aGg'-(CH2OH)2                                	September 2003 	/site/vorhersagen/catalog/c062503.cat    /cgi-bin/cdmsinfo?file=e062503.cat      
038502	C2N                                          	August 2003    	/site/vorhersagen/catalog/c038502.cat    /cgi-bin/cdmsinfo?file=e038502.cat      
045507	HCS                                          	August 2003    	/site/vorhersagen/catalog/c045507.cat    /cgi-bin/cdmsinfo?file=e045507.cat      
045508	HSC                                          	August 2003    	/site/vorhersagen/catalog/c045508.cat    /cgi-bin/cdmsinfo?file=e045508.cat      
048506	HPO                                          	August 2003    	/site/vorhersagen/catalog/c048506.cat    /cgi-bin/cdmsinfo?file=e048506.cat      
056503	ONCN                                         	August 2003    	/site/vorhersagen/catalog/c056503.cat    /cgi-bin/cdmsinfo?file=e056503.cat      
042503	NCO                                          	July 2003      	/site/vorhersagen/catalog/c042503.cat    /cgi-bin/cdmsinfo?file=e042503.cat      
046506	t-HCOOH                                      	July 2003      	/site/vorhersagen/catalog/c046506.cat    /cgi-bin/cdmsinfo?file=e046506.cat      
046507	c-HCOOH                                      	July 2003      	/site/vorhersagen/catalog/c046507.cat    /cgi-bin/cdmsinfo?file=e046507.cat      
047503	t-H13COOH                                    	July 2003      	/site/vorhersagen/catalog/c047503.cat    /cgi-bin/cdmsinfo?file=e047503.cat      
062502	TiN                                          	July 2003      	/site/vorhersagen/catalog/c062502.cat    /cgi-bin/cdmsinfo?file=e062502.cat      
045506	HCS+                                         	June 2003      	/site/vorhersagen/catalog/c045506.cat    /cgi-bin/cdmsinfo?file=e045506.cat      
046504	H13CS+                                       	June 2003      	/site/vorhersagen/catalog/c046504.cat    /cgi-bin/cdmsinfo?file=e046504.cat      
046505	DCS+                                         	June 2003      	/site/vorhersagen/catalog/c046505.cat    /cgi-bin/cdmsinfo?file=e046505.cat      
047502	HC34S+                                       	June 2003      	/site/vorhersagen/catalog/c047502.cat    /cgi-bin/cdmsinfo?file=e047502.cat      
017501	OH+                                          	April 2003     	/site/vorhersagen/catalog/c017501.cat    /cgi-bin/cdmsinfo?file=e017501.cat      
053507	t-HC3O                                       	April 2003     	/site/vorhersagen/catalog/c053507.cat    /cgi-bin/cdmsinfo?file=e053507.cat      
080502	ScCl                                         	April 2003     	/site/vorhersagen/catalog/c080502.cat    /cgi-bin/cdmsinfo?file=e080502.cat      
082501	Sc37Cl                                       	April 2003     	/site/vorhersagen/catalog/c082501.cat    /cgi-bin/cdmsinfo?file=e082501.cat      
171501	HC13N                                        	April 2003     	/site/vorhersagen/catalog/c171501.cat    /cgi-bin/cdmsinfo?file=e171501.cat      
033503	NH2OH                                        	March 2003     	/site/vorhersagen/catalog/c033503.cat    /cgi-bin/cdmsinfo?file=e033503.cat      
064508	ScF                                          	March 2003     	/site/vorhersagen/catalog/c064508.cat    /cgi-bin/cdmsinfo?file=e064508.cat      
042502	NaF, v = 0, 1                                	February 2003  	/site/vorhersagen/catalog/c042502.cat    /cgi-bin/cdmsinfo?file=e042502.cat      
053504	H13CC13CN, v = 0                             	February 2003  	/site/vorhersagen/catalog/c053504.cat    /cgi-bin/cdmsinfo?file=e053504.cat      
058503	KF, v = 0, 1                                 	February 2003  	/site/vorhersagen/catalog/c058503.cat    /cgi-bin/cdmsinfo?file=e058503.cat      
029503	C17O                                         	January 2003   	/site/vorhersagen/catalog/c029503.cat    /cgi-bin/cdmsinfo?file=e029503.cat      
030503	13C17O                                       	January 2003   	/site/vorhersagen/catalog/c030503.cat    /cgi-bin/cdmsinfo?file=e030503.cat      
040504	CH3CCH, v10 = 1                              	January 2003   	/site/vorhersagen/catalog/c040504.cat    /cgi-bin/cdmsinfo?file=e040504.cat      
053503	HC13C13CN, v = 0                             	January 2003   	/site/vorhersagen/catalog/c053503.cat    /cgi-bin/cdmsinfo?file=e053503.cat      
053506	HCC13C15N                                    	January 2003   	/site/vorhersagen/catalog/c053506.cat    /cgi-bin/cdmsinfo?file=e053506.cat      
033502*	13CH3OH, vt = 0, 1                           	December 2002  	/site/vorhersagen/catalog/c033502.cat    /cgi-bin/cdmsinfo?file=e033502.cat      
052505	CaC                                          	October 2002   	/site/vorhersagen/catalog/c052505.cat    /cgi-bin/cdmsinfo?file=e052505.cat      
054504	c-H2C3O                                      	October 2002   	/site/vorhersagen/catalog/c054504.cat    /cgi-bin/cdmsinfo?file=e054504.cat      
070503	H2C3S                                        	October 2002   	/site/vorhersagen/catalog/c070503.cat    /cgi-bin/cdmsinfo?file=e070503.cat      
060502	Na37Cl, v = 0, 1                             	September 2002 	/site/vorhersagen/catalog/c060502.cat    /cgi-bin/cdmsinfo?file=e060502.cat      
088502	CH3C6H                                       	September 2002 	/site/vorhersagen/catalog/c088502.cat    /cgi-bin/cdmsinfo?file=e088502.cat      
089501	CH3C5N                                       	September 2002 	/site/vorhersagen/catalog/c089501.cat    /cgi-bin/cdmsinfo?file=e089501.cat      
020501	ND3                                          	June 2002      	/site/vorhersagen/catalog/c020501.cat    /cgi-bin/cdmsinfo?file=e020501.cat      
038501	l-C3H2                                       	June 2002      	/site/vorhersagen/catalog/c038501.cat    /cgi-bin/cdmsinfo?file=e038501.cat      
039502	l-13CCCH2                                    	June 2002      	/site/vorhersagen/catalog/c039502.cat    /cgi-bin/cdmsinfo?file=e039502.cat      
039503	l-C13CCH2                                    	June 2002      	/site/vorhersagen/catalog/c039503.cat    /cgi-bin/cdmsinfo?file=e039503.cat      
039504	l-CC13CH2                                    	June 2002      	/site/vorhersagen/catalog/c039504.cat    /cgi-bin/cdmsinfo?file=e039504.cat      
058501	H2C2S                                        	June 2002      	/site/vorhersagen/catalog/c058501.cat    /cgi-bin/cdmsinfo?file=e058501.cat      
050503	l-C4H2                                       	May 2002       	/site/vorhersagen/catalog/c050503.cat    /cgi-bin/cdmsinfo?file=e050503.cat      
062501	l-C5H2                                       	May 2002       	/site/vorhersagen/catalog/c062501.cat    /cgi-bin/cdmsinfo?file=e062501.cat      
074502	l-C6H2                                       	May 2002       	/site/vorhersagen/catalog/c074502.cat    /cgi-bin/cdmsinfo?file=e074502.cat      
086501	l-C7H2                                       	May 2002       	/site/vorhersagen/catalog/c086501.cat    /cgi-bin/cdmsinfo?file=e086501.cat      
041501	CH3CCD                                       	April 2002     	/site/vorhersagen/catalog/c041501.cat    /cgi-bin/cdmsinfo?file=e041501.cat      
041502	CH2DCCH                                      	April 2002     	/site/vorhersagen/catalog/c041502.cat    /cgi-bin/cdmsinfo?file=e041502.cat      
054503	l-H2C3O                                      	February 2002  	/site/vorhersagen/catalog/c054503.cat    /cgi-bin/cdmsinfo?file=e054503.cat      
064506	CuH                                          	February 2002  	/site/vorhersagen/catalog/c064506.cat    /cgi-bin/cdmsinfo?file=e064506.cat      
065504	ZnH                                          	February 2002  	/site/vorhersagen/catalog/c065504.cat    /cgi-bin/cdmsinfo?file=e065504.cat      
066504	65CuH                                        	February 2002  	/site/vorhersagen/catalog/c066504.cat    /cgi-bin/cdmsinfo?file=e066504.cat      
067501	66ZnH                                        	February 2002  	/site/vorhersagen/catalog/c067501.cat    /cgi-bin/cdmsinfo?file=e067501.cat      
069504	68ZnH                                        	February 2002  	/site/vorhersagen/catalog/c069504.cat    /cgi-bin/cdmsinfo?file=e069504.cat      
053502	SiCCH                                        	January 2002   	/site/vorhersagen/catalog/c053502.cat    /cgi-bin/cdmsinfo?file=e053502.cat      
054501	SiCN                                         	January 2002   	/site/vorhersagen/catalog/c054501.cat    /cgi-bin/cdmsinfo?file=e054501.cat      
054502	SiNC                                         	January 2002   	/site/vorhersagen/catalog/c054502.cat    /cgi-bin/cdmsinfo?file=e054502.cat      
033501	PH2                                          	November 2001  	/site/vorhersagen/catalog/c033501.cat    /cgi-bin/cdmsinfo?file=e033501.cat      
056502	CCS                                          	November 2001  	/site/vorhersagen/catalog/c056502.cat    /cgi-bin/cdmsinfo?file=e056502.cat      
080501	C4S                                          	November 2001  	/site/vorhersagen/catalog/c080501.cat    /cgi-bin/cdmsinfo?file=e080501.cat      
016501	NH2                                          	October 2001   	/site/vorhersagen/catalog/c016501.cat    /cgi-bin/cdmsinfo?file=e016501.cat      
044506	s-H2C=CHOH                                   	October 2001   	/site/vorhersagen/catalog/c044506.cat    /cgi-bin/cdmsinfo?file=e044506.cat      
044507	a-H2C=CHOH                                   	October 2001   	/site/vorhersagen/catalog/c044507.cat    /cgi-bin/cdmsinfo?file=e044507.cat      
059502	CaF                                          	September 2001 	/site/vorhersagen/catalog/c059502.cat    /cgi-bin/cdmsinfo?file=e059502.cat      
075502	CaCl                                         	September 2001 	/site/vorhersagen/catalog/c075502.cat    /cgi-bin/cdmsinfo?file=e075502.cat      
032501	PH                                           	August 2001    	/site/vorhersagen/catalog/c032501.cat    /cgi-bin/cdmsinfo?file=e032501.cat      
045505	H2CP                                         	August 2001    	/site/vorhersagen/catalog/c045505.cat    /cgi-bin/cdmsinfo?file=e045505.cat      
061501	PNO                                          	August 2001    	/site/vorhersagen/catalog/c061501.cat    /cgi-bin/cdmsinfo?file=e061501.cat      
050507	13CCCCH                                      	July 2001      	/site/vorhersagen/catalog/c050507.cat    /cgi-bin/cdmsinfo?file=e050507.cat      
050508	C13CCCH                                      	July 2001      	/site/vorhersagen/catalog/c050508.cat    /cgi-bin/cdmsinfo?file=e050508.cat      
050509	CC13CCH                                      	July 2001      	/site/vorhersagen/catalog/c050509.cat    /cgi-bin/cdmsinfo?file=e050509.cat      
050510	CCC13CH                                      	July 2001      	/site/vorhersagen/catalog/c050510.cat    /cgi-bin/cdmsinfo?file=e050510.cat      
030502	C18O                                         	June 2001      	/site/vorhersagen/catalog/c030502.cat    /cgi-bin/cdmsinfo?file=e030502.cat      
060501	CH2(OH)CHO                                   	June 2001      	/site/vorhersagen/catalog/c060501.cat    /cgi-bin/cdmsinfo?file=e060501.cat      
025502	MgH                                          	May 2001       	/site/vorhersagen/catalog/c025502.cat    /cgi-bin/cdmsinfo?file=e025502.cat      
029502	HCND+                                        	May 2001       	/site/vorhersagen/catalog/c029502.cat    /cgi-bin/cdmsinfo?file=e029502.cat      
075501	HC4NC                                        	May 2001       	/site/vorhersagen/catalog/c075501.cat    /cgi-bin/cdmsinfo?file=e075501.cat      
024501	NaH                                          	January 2001   	/site/vorhersagen/catalog/c024501.cat    /cgi-bin/cdmsinfo?file=e024501.cat      
036501	NaCH                                         	January 2001   	/site/vorhersagen/catalog/c036501.cat    /cgi-bin/cdmsinfo?file=e036501.cat      
040503	KH                                           	January 2001   	/site/vorhersagen/catalog/c040503.cat    /cgi-bin/cdmsinfo?file=e040503.cat      
051510	KC                                           	January 2001   	/site/vorhersagen/catalog/c051510.cat    /cgi-bin/cdmsinfo?file=e051510.cat      
052504	KCH                                          	January 2001   	/site/vorhersagen/catalog/c052504.cat    /cgi-bin/cdmsinfo?file=e052504.cat      
052503	HC3NH+                                       	December 2000  	/site/vorhersagen/catalog/c052503.cat    /cgi-bin/cdmsinfo?file=e052503.cat      
051508	HC3N, (0,1,0,0)/(0,0,0,3)                    	November 2000  	/site/vorhersagen/catalog/c051508.cat    /cgi-bin/cdmsinfo?file=e051508.cat      
064505	l-SiC3                                       	November 2000  	/site/vorhersagen/catalog/c064505.cat    /cgi-bin/cdmsinfo?file=e064505.cat      
076502	SiC4                                         	November 2000  	/site/vorhersagen/catalog/c076502.cat    /cgi-bin/cdmsinfo?file=e076502.cat      
088501	SiC5                                         	November 2000  	/site/vorhersagen/catalog/c088501.cat    /cgi-bin/cdmsinfo?file=e088501.cat      
100501	SiC6                                         	November 2000  	/site/vorhersagen/catalog/c100501.cat    /cgi-bin/cdmsinfo?file=e100501.cat      
028503	CO, v = 0                                    	October 2000   	/site/vorhersagen/catalog/c028503.cat    /cgi-bin/cdmsinfo?file=e028503.cat      
051501	HC3N, (0,0,0,0)                              	October 2000   	/site/vorhersagen/catalog/c051501.cat    /cgi-bin/cdmsinfo?file=e051501.cat      
051502	HC3N, (0,0,0,1)                              	October 2000   	/site/vorhersagen/catalog/c051502.cat    /cgi-bin/cdmsinfo?file=e051502.cat      
051503	HC3N, (0,0,0,2)                              	October 2000   	/site/vorhersagen/catalog/c051503.cat    /cgi-bin/cdmsinfo?file=e051503.cat      
051504	HC3N, (0,0,1,0)                              	October 2000   	/site/vorhersagen/catalog/c051504.cat    /cgi-bin/cdmsinfo?file=e051504.cat      
051507	HC3N, (1,0,0,1)                              	October 2000   	/site/vorhersagen/catalog/c051507.cat    /cgi-bin/cdmsinfo?file=e051507.cat      
051509	HC3N, (1,0,0,2)/(0,2,0,0)0e                  	October 2000   	/site/vorhersagen/catalog/c051509.cat    /cgi-bin/cdmsinfo?file=e051509.cat      
068502	HC3P                                         	October 2000   	/site/vorhersagen/catalog/c068502.cat    /cgi-bin/cdmsinfo?file=e068502.cat      
069501	NC2P                                         	October 2000   	/site/vorhersagen/catalog/c069501.cat    /cgi-bin/cdmsinfo?file=e069501.cat      
049503	C4H, v = 0                                   	September 2000 	/site/vorhersagen/catalog/c049503.cat    /cgi-bin/cdmsinfo?file=e049503.cat      
049504	C4H, v7 = 1                                  	September 2000 	/site/vorhersagen/catalog/c049504.cat    /cgi-bin/cdmsinfo?file=e049504.cat      
049505	C4H, v7 = 20                                 	September 2000 	/site/vorhersagen/catalog/c049505.cat    /cgi-bin/cdmsinfo?file=e049505.cat      
049506	C4H, v7 = 22                                 	September 2000 	/site/vorhersagen/catalog/c049506.cat    /cgi-bin/cdmsinfo?file=e049506.cat      
068501	FeC                                          	August 2000    	/site/vorhersagen/catalog/c068501.cat    /cgi-bin/cdmsinfo?file=e068501.cat      
028502	H2CN                                         	July 2000      	/site/vorhersagen/catalog/c028502.cat    /cgi-bin/cdmsinfo?file=e028502.cat      
031502	13C18O                                       	July 2000      	/site/vorhersagen/catalog/c031502.cat    /cgi-bin/cdmsinfo?file=e031502.cat      
085501	C7H                                          	July 2000      	/site/vorhersagen/catalog/c085501.cat    /cgi-bin/cdmsinfo?file=e085501.cat      
097501	C8H                                          	July 2000      	/site/vorhersagen/catalog/c097501.cat    /cgi-bin/cdmsinfo?file=e097501.cat      
109501	C9H                                          	July 2000      	/site/vorhersagen/catalog/c109501.cat    /cgi-bin/cdmsinfo?file=e109501.cat      
121501	C10H                                         	July 2000      	/site/vorhersagen/catalog/c121501.cat    /cgi-bin/cdmsinfo?file=e121501.cat      
043503	MgF                                          	June 2000      	/site/vorhersagen/catalog/c043503.cat    /cgi-bin/cdmsinfo?file=e043503.cat      
059501	MgCl                                         	June 2000      	/site/vorhersagen/catalog/c059501.cat    /cgi-bin/cdmsinfo?file=e059501.cat      
026502	13CCH                                        	May 2000       	/site/vorhersagen/catalog/c026502.cat    /cgi-bin/cdmsinfo?file=e026502.cat      
031503	H213CO                                       	May 2000       	/site/vorhersagen/catalog/c031503.cat    /cgi-bin/cdmsinfo?file=e031503.cat      
031505	CF                                           	May 2000       	/site/vorhersagen/catalog/c031505.cat    /cgi-bin/cdmsinfo?file=e031505.cat      
050505	MgNC, v2 = 1                                 	May 2000       	/site/vorhersagen/catalog/c050505.cat    /cgi-bin/cdmsinfo?file=e050505.cat      
026501	CCD                                          	April 2000     	/site/vorhersagen/catalog/c026501.cat    /cgi-bin/cdmsinfo?file=e026501.cat      
032503	H2C18O                                       	March 2000     	/site/vorhersagen/catalog/c032503.cat    /cgi-bin/cdmsinfo?file=e032503.cat      
043501	CP                                           	March 2000     	/site/vorhersagen/catalog/c043501.cat    /cgi-bin/cdmsinfo?file=e043501.cat      
050504	MgNC, v = 0                                  	March 2000     	/site/vorhersagen/catalog/c050504.cat    /cgi-bin/cdmsinfo?file=e050504.cat      
066503	CaNC                                         	March 2000     	/site/vorhersagen/catalog/c066503.cat    /cgi-bin/cdmsinfo?file=e066503.cat      
031501	HDCO                                         	February 2000  	/site/vorhersagen/catalog/c031501.cat    /cgi-bin/cdmsinfo?file=e031501.cat      
040501	SiC, v = 0                                   	February 2000  	/site/vorhersagen/catalog/c040501.cat    /cgi-bin/cdmsinfo?file=e040501.cat      
044503	HCP, v2 = 1                                  	February 2000  	/site/vorhersagen/catalog/c044503.cat    /cgi-bin/cdmsinfo?file=e044503.cat      
045503	DCP                                          	February 2000  	/site/vorhersagen/catalog/c045503.cat    /cgi-bin/cdmsinfo?file=e045503.cat      
064501	p-c-SiC3                                     	January 2000   	/site/vorhersagen/catalog/c064501.cat    /cgi-bin/cdmsinfo?file=e064501.cat      
074501	C5N                                          	January 2000   	/site/vorhersagen/catalog/c074501.cat    /cgi-bin/cdmsinfo?file=e074501.cat      
065501	33SO2                                        	December 1999  	/site/vorhersagen/catalog/c065501.cat    /cgi-bin/cdmsinfo?file=e065501.cat      
066501	34SO2                                        	December 1999  	/site/vorhersagen/catalog/c066501.cat    /cgi-bin/cdmsinfo?file=e066501.cat      
066502	SO18O                                        	December 1999  	/site/vorhersagen/catalog/c066502.cat    /cgi-bin/cdmsinfo?file=e066502.cat      
076501	NC3NC                                        	October 1999   	/site/vorhersagen/catalog/c076501.cat    /cgi-bin/cdmsinfo?file=e076501.cat      
048504	SO, a 1 , v = 0, 1                           	July 1999      	/site/vorhersagen/catalog/c048504.cat    /cgi-bin/cdmsinfo?file=e048504.cat      
048501	SO, v = 0                                    	August 1998    	/site/vorhersagen/catalog/c048501.cat    /cgi-bin/cdmsinfo?file=e048501.cat      
048502	SO, v = 1                                    	August 1998    	/site/vorhersagen/catalog/c048502.cat    /cgi-bin/cdmsinfo?file=e048502.cat      
049501	33SO                                         	August 1998    	/site/vorhersagen/catalog/c049501.cat    /cgi-bin/cdmsinfo?file=e049501.cat      
049502	S17O                                         	August 1998    	/site/vorhersagen/catalog/c049502.cat    /cgi-bin/cdmsinfo?file=e049502.cat      
050501	34SO                                         	August 1998    	/site/vorhersagen/catalog/c050501.cat    /cgi-bin/cdmsinfo?file=e050501.cat      
050502	S18O                                         	August 1998    	/site/vorhersagen/catalog/c050502.cat    /cgi-bin/cdmsinfo?file=e050502.cat      
052502	36SO                                         	August 1998    	/site/vorhersagen/catalog/c052502.cat    /cgi-bin/cdmsinfo?file=e052502.cat      
056501	HCCP                                         	May 1998       	/site/vorhersagen/catalog/c056501.cat    /cgi-bin/cdmsinfo?file=e056501.cat      
